440,5966C,100,2024-01-28,2025-02-14,P,Z173,""
441,1423E,100,2024-10-07,2025-09-22,P,Z007,""
442,68800,250,2024-09-18,2025-01-17,P,Z098,""
443,77741,100,2024-06-01,2025-02-06,P,Z015,""
444,20042,500,2024-03-01,2025-10-12,P,Z011,""
445,2336C,150,2024-03-21,2025-07-09,P,Z094,""
446,47081,500,2024-04-11,2025-03-27,P,Z123,""
447,85374,50,2024-08-08,2025-03-09,P,Z172,""
448,7196D,150,2024-06-25,2025-09-23,P,Z065,""
449,1769C,500,2024-10-05,2025-06-04,P,Z148,""
450,4935D,50,2024-05-11,2025-01-25,P,Z089,""
451,5855C,50,2024-03-12,2025-07-23,P,Z025,""
452,37234,50,2024-04-13,2025-02-13,P,Z023,""
453,83403,500,2024-05-08,2025-02-25,P,Z173,""
454,6455B,350,2023-12-31,2025-06-15,P,Z036,""
455,16745,50,2024-07-23,2025-08-26,P,Z008,""
456,5775B,500,2024-11-12,2025-02-25,P,Z066,""
457,36666,400,2024-01-13,2025-08-06,P,Z078,""
458,5864D,100,2024-03-03,2025-05-09,P,Z111,""
459,35065,300,2024-02-05,2025-01-28,P,Z029,""
460,5287D,450,2024-07-17,2025-12-05,P,Z128,""
461,5060B,150,2024-01-23,2025-03-22,P,Z037,""
462,92654,450,2024-10-27,2025-05-27,P,Z125,""
463,3852A,450,2024-05-04,2025-11-29,P,Z046,""
464,7080B,300,2024-01-30,2025-04-30,P,Z078,""
465,4527C,150,2024-05-10,2025-04-15,P,Z052,""
466,7832B,500,2024-08-04,2025-02-08,P,Z036,""
467,89395,450,2023-12-14,2025-09-21,P,Z011,""
468,2845D,150,2024-09-15,2025-11-08,P,Z091,""
469,4326C,200,2024-09-02,2025-06-24,P,Z151,""
470,3899C,450,2024-07-02,2025-02-03,P,Z061,""
471,58732,350,2024-01-01,2025-03-30,P,Z055,""
472,5888C,450,2024-11-05,2025-03-17,P,Z151,""
473,4388B,250,2024-08-15,2025-05-27,P,Z004,""
474,1116B,100,2023-12-30,2025-06-05,P,Z140,""
475,71796,450,2024-02-28,2025-02-13,P,Z162,""
476,52855,500,2024-11-26,2025-04-27,P,Z033,""
477,8361A,200,2024-05-09,2025-06-08,P,Z092,""
478,9414B,350,2024-01-17,2025-06-07,P,Z170,""
479,1933C,150,2024-10-06,2025-10-04,P,Z149,""
480,2138A,300,2024-07-25,2025-10-10,P,Z058,""
481,4680B,500,2024-10-27,2025-03-29,P,Z171,""
482,8257C,200,2024-02-04,2025-11-29,P,Z075,""
483,89021,400,2024-06-20,2025-03-22,P,Z097,""
484,8593D,300,2024-01-29,2025-12-04,P,Z075,""
485,25121,400,2024-03-04,2025-05-10,P,Z019,""
486,6377B,100,2024-01-21,2025-05-29,P,Z070,""
487,1465E,250,2024-03-14,2025-03-08,P,Z005,""
488,7998D,150,2024-05-17,2025-01-20,P,Z114,""
489,2338D,350,2024-05-05,2025-10-18,P,Z052,""
490,3849D,150,2024-08-24,2025-09-30,P,Z046,""
491,8301C,50,2023-12-31,2025-06-21,P,Z109,""
492,09550,350,2024-10-01,2025-10-11,P,Z026,""
493,1523B,200,2024-11-12,2025-01-11,P,Z127,""
494,47493,500,2024-10-27,2025-03-11,P,Z044,""
495,12703,250,2024-05-03,2025-03-19,P,Z174,""
496,5270A,150,2024-03-15,2025-02-23,P,Z038,""
497,4354B,400,2024-11-11,2025-08-14,P,Z150,""
498,86106,100,2024-03-08,2025-03-12,P,Z134,""
499,87790,450,2024-09-28,2025-08-24,P,Z062,""
500,14362,200,2024-05-06,2025-10-06,P,Z021,""
501,59115,250,2024-11-24,2025-02-02,P,Z055,""
1,67548,200,2024-01-21,2025-12-03,P,Z111,""
2,34188,350,2024-07-16,2025-05-01,P,Z173,""
3,52930,250,2024-03-22,2025-11-09,P,Z125,""
4,43570,250,2024-01-17,2025-10-13,P,Z128,""
5,30566,100,2024-05-07,2025-02-20,P,Z080,""
6,05489,400,2024-01-25,2025-01-12,P,A002,""
7,3491B,50,2023-12-14,2025-07-06,P,Z052,""
8,0316D,350,2024-10-09,2025-02-24,P,Z063,""
9,68862,350,2024-09-06,2025-03-08,P,Z105,""
10,9799D,400,2024-05-31,2025-10-28,P,Z073,""
11,50950,400,2024-03-16,2025-02-03,P,Z103,""
12,2085D,500,2023-12-15,2025-09-04,P,Z116,""
13,1671A,250,2024-07-13,2025-07-25,P,Z144,""
14,35939,500,2024-06-21,2025-03-16,P,Z103,""
15,04900,450,2024-07-29,2025-10-02,P,Z008,""
16,3071B,450,2024-05-01,2025-10-25,P,Z117,""
17,43090,200,2024-01-25,2025-11-04,P,Z096,""
18,2508A,500,2024-10-09,2025-05-04,P,Z146,""
19,1040C,500,2024-01-21,2025-09-11,P,Z141,""
20,40240,400,2024-11-06,2025-09-09,P,Z125,""
21,1955E,200,2024-02-04,2025-01-22,P,Z018,""
22,5224A,100,2024-01-07,2025-04-04,P,Z008,""
23,3861A,200,2024-10-20,2025-10-14,P,Z037,""
24,32821,250,2024-10-20,2025-10-19,P,Z166,""
25,1960B,200,2024-02-17,2025-07-26,P,Z107,""
26,10999,250,2024-05-09,2025-03-10,P,Z094,""
27,05538,300,2024-01-17,2025-07-22,P,Z110,""
28,57811,50,2024-04-16,2025-01-15,P,Z114,""
29,5369C,500,2024-10-19,2025-04-29,P,Z105,""
30,20502,250,2024-07-26,2025-06-21,P,Z148,""
31,53650,450,2024-04-14,2025-06-09,P,Z076,""
32,3463B,300,2024-01-27,2025-01-04,P,Z075,""
33,5425B,100,2024-07-05,2025-09-26,P,Z065,""
34,5398C,450,2024-10-18,2025-11-07,P,Z022,""
35,8873A,50,2024-04-14,2025-04-14,P,Z018,""
36,4135C,100,2024-08-09,2025-05-19,P,Z094,""
37,0744B,500,2024-12-04,2025-11-28,P,Z162,""
38,8003D,100,2024-06-11,2025-09-29,P,Z024,""
39,1187A,450,2023-12-12,2025-10-10,P,Z001,""
40,6855D,150,2024-08-19,2025-08-06,P,Z148,""
41,0880A,350,2024-05-29,2025-01-27,P,Z096,""
42,53263,500,2024-03-23,2025-03-06,P,Z165,""
43,10520,250,2024-11-19,2025-09-21,P,Z044,""
44,11269,250,2024-04-01,2025-04-08,P,Z129,""
45,07992,400,2024-11-03,2025-02-13,P,Z129,""
46,5732B,350,2024-11-28,2025-07-09,P,Z162,""
47,40965,300,2024-09-30,2025-03-03,P,Z103,""
48,0463D,350,2024-01-02,2025-04-23,P,Z103,""
49,2030C,250,2024-05-08,2025-04-26,P,Z043,""
50,6032B,350,2024-05-31,2025-08-25,P,Z165,""
51,4369D,350,2024-01-28,2025-04-19,P,Z161,""
52,3055D,350,2024-10-23,2025-08-26,P,Z089,""
53,1748E,100,2024-12-03,2025-11-13,P,Z169,""
54,2926D,150,2024-04-30,2025-07-24,P,Z160,""
55,5569D,500,2024-09-01,2025-07-09,P,Z078,""
56,97923,150,2023-12-25,2025-06-25,P,Z019,""
57,5930C,50,2024-03-28,2025-07-28,P,Z034,""
58,47743,500,2024-02-09,2025-05-26,P,Z003,""
59,24576,300,2024-11-18,2025-10-17,P,Z144,""
60,8646D,500,2024-09-23,2025-06-02,P,Z127,""
61,0773E,50,2024-11-30,2025-03-16,P,Z131,""
62,14995,200,2024-04-23,2025-05-17,P,Z090,""
63,7931B,300,2023-12-07,2025-06-17,P,A001,""
64,96333,300,2024-10-20,2025-03-27,P,Z046,""
65,0661D,300,2024-06-21,2025-02-19,P,Z165,""
66,2394B,150,2024-05-17,2025-06-28,P,Z153,""
67,2440B,250,2024-06-16,2025-02-08,P,Z051,""
68,24015,350,2024-04-05,2025-10-09,P,Z008,""
69,50951,300,2024-11-24,2025-01-08,P,Z035,""
70,4856B,250,2023-12-13,2025-06-27,P,Z018,""
71,1289D,300,2024-05-18,2025-03-13,P,Z084,""
72,1077C,400,2024-03-12,2025-09-28,P,Z107,""
73,1157C,100,2024-02-04,2025-06-17,P,Z095,""
74,3055D,500,2024-09-18,2025-03-11,P,Z109,""
75,3085E,150,2024-02-09,2025-09-21,P,Z060,""
76,4883D,450,2024-08-31,2025-09-14,P,Z074,""
77,53467,350,2024-04-12,2025-05-21,P,Z165,""
78,64876,250,2024-07-02,2025-08-12,P,Z012,""
79,4768B,350,2024-05-30,2025-09-03,P,Z091,""
80,9776D,50,2024-07-29,2025-08-17,P,Z062,""
81,6651C,50,2024-02-09,2025-10-17,P,Z088,""
82,8326D,300,2024-07-20,2025-08-16,P,Z026,""
83,53761,300,2024-03-16,2025-08-22,P,Z026,""
84,5503A,150,2024-04-19,2025-04-09,P,Z117,""
85,7459D,150,2024-02-11,2025-04-09,P,Z008,""
86,6098D,500,2024-09-09,2025-01-28,P,Z033,""
87,0912B,200,2024-01-19,2025-02-17,P,Z099,""
88,43363,250,2024-05-05,2025-04-20,P,Z032,""
89,4660A,350,2024-10-22,2025-11-28,P,Z014,""
90,0956D,200,2024-03-22,2025-06-13,P,Z041,""
91,0225B,250,2024-05-15,2025-07-08,P,Z084,""
92,9245C,450,2024-03-03,2025-12-03,P,Z090,""
93,15827,50,2024-02-18,2025-12-04,P,Z071,""
94,37229,100,2024-09-30,2025-11-30,P,Z046,""
95,44015,50,2024-06-12,2025-05-20,P,Z133,""
96,91497,200,2024-05-30,2025-10-23,P,Z055,""
97,6661B,200,2023-12-16,2025-07-16,P,Z025,""
98,6062D,200,2024-09-17,2025-07-07,P,Z025,""
99,3551C,150,2024-04-17,2025-09-17,P,Z103,""
100,37587,100,2024-04-05,2025-11-05,P,Z061,""
101,4174A,250,2024-01-11,2025-04-09,P,Z152,""
102,42007,50,2024-02-11,2025-06-11,P,Z008,""
103,31934,300,2024-01-26,2025-08-01,P,Z018,""
104,0224B,350,2024-01-03,2025-09-27,P,Z133,""
105,3328D,450,2024-03-15,2025-06-29,P,Z143,""
106,5264B,350,2024-11-18,2025-10-30,P,Z102,""
107,3718A,300,2024-05-28,2025-03-26,P,Z153,""
108,7740D,100,2024-11-16,2025-11-16,P,Z019,""
109,7377D,450,2024-01-03,2025-11-14,P,Z033,""
110,2943B,400,2024-08-29,2025-07-22,P,Z107,""
111,5471B,100,2024-02-04,2025-01-12,P,Z139,""
112,80261,450,2024-08-23,2025-04-14,P,Z075,""
113,5031C,150,2024-11-25,2025-10-08,P,Z143,""
114,45509,400,2024-09-27,2025-06-18,P,Z062,""
115,2774C,150,2024-07-16,2025-01-29,P,Z164,""
116,4033C,500,2024-06-28,2025-08-28,P,Z052,""
117,23358,300,2024-11-18,2025-04-28,P,Z079,""
118,43176,350,2024-02-20,2025-02-19,P,Z008,""
119,52971,450,2024-01-22,2025-05-31,P,Z018,""
120,8778B,150,2024-12-03,2025-03-26,P,Z074,""
121,8266B,350,2024-01-31,2025-07-16,P,Z048,""
122,8683C,400,2024-04-04,2025-06-25,P,Z060,""
123,9109D,500,2024-06-29,2025-09-20,P,Z144,""
124,1594C,150,2024-07-28,2025-09-29,P,Z054,""
125,1097B,500,2024-09-13,2025-09-07,P,Z035,""
126,2438C,200,2024-06-09,2025-04-16,P,Z007,""
127,07609,50,2024-05-14,2025-09-05,P,Z142,""
128,2368C,350,2023-12-17,2025-10-18,P,Z074,""
129,8655D,500,2024-08-22,2025-06-04,P,Z031,""
130,2391C,450,2024-11-03,2025-06-19,P,Z040,""
131,4089D,500,2024-07-25,2025-11-02,P,Z172,""
132,93127,350,2024-10-27,2025-02-11,P,Z073,""
133,20096,450,2024-07-22,2025-07-10,P,Z081,""
134,3536C,350,2024-07-02,2025-08-08,P,Z100,""
135,35941,50,2024-05-23,2025-09-26,P,Z012,""
136,59860,150,2024-08-14,2025-01-21,P,Z088,""
137,6958D,50,2024-08-12,2025-11-27,P,Z091,""
138,4358B,200,2024-06-02,2025-10-23,P,Z133,""
139,6523A,200,2024-10-19,2025-04-08,P,Z090,""
140,0790E,350,2024-02-23,2025-07-10,P,Z148,""
141,19862,450,2024-07-24,2025-01-23,P,Z081,""
142,2910B,200,2024-07-04,2025-10-08,P,Z068,""
143,1883C,500,2024-06-16,2025-09-01,P,Z014,""
144,6782D,250,2024-08-19,2025-03-27,P,Z058,""
145,25037,50,2024-08-27,2025-09-19,P,Z042,""
146,30643,450,2024-02-29,2025-06-14,P,Z141,""
147,0229A,100,2024-01-05,2025-11-24,P,Z178,""
148,8883A,50,2024-04-14,2025-09-15,P,Z013,""
149,1897E,500,2023-12-23,2025-05-24,P,Z101,""
150,3502B,200,2024-09-13,2025-03-23,P,Z133,""
151,9556C,100,2024-01-16,2025-07-25,P,Z156,""
152,4600A,500,2024-03-11,2025-08-01,P,Z156,""
153,8688D,350,2024-12-02,2025-08-11,P,Z041,""
154,4926A,200,2024-06-07,2025-07-25,P,Z159,""
155,2971D,50,2024-09-10,2025-09-12,P,Z002,""
156,0490E,200,2024-03-10,2025-03-11,P,Z013,""
157,6412C,150,2024-05-16,2025-10-06,P,Z145,""
158,8307D,350,2024-07-07,2025-08-05,P,Z044,""
159,1315D,300,2024-05-13,2025-02-13,P,Z166,""
160,27805,350,2023-12-09,2025-03-05,P,Z094,""
161,0273D,150,2024-10-18,2025-08-15,P,Z069,""
162,8862C,250,2024-10-31,2025-09-19,P,Z079,""
163,75580,500,2024-12-03,2025-04-23,P,Z101,""
164,2579E,350,2024-11-18,2025-04-03,P,Z046,""
165,6083D,350,2024-01-20,2025-04-14,P,Z007,""
166,8138D,200,2024-08-14,2025-04-22,P,Z073,""
167,6004B,300,2024-03-01,2025-04-07,P,Z080,""
168,10790,100,2024-11-29,2025-03-24,P,Z082,""
169,8856A,400,2024-02-24,2025-01-22,P,Z172,""
170,1796D,50,2024-09-16,2025-10-08,P,Z131,""
171,1345C,50,2024-11-07,2025-09-18,P,Z092,""
172,83936,300,2024-10-30,2025-03-30,P,Z114,""
173,37171,500,2024-09-03,2025-10-06,P,Z104,""
174,58813,50,2024-03-01,2025-03-31,P,Z010,""
175,81442,350,2024-02-07,2025-11-22,P,Z030,""
176,12500,250,2024-02-02,2025-02-18,P,Z059,""
177,1187E,100,2024-09-21,2025-04-24,P,Z132,""
178,52846,100,2024-12-04,2025-08-15,P,Z167,""
179,6372A,200,2024-11-01,2025-06-20,P,Z031,""
180,4501C,50,2024-07-02,2025-04-01,P,Z118,""
181,5463D,350,2024-06-18,2025-04-17,P,Z027,""
182,53464,150,2024-04-18,2025-08-10,P,Z127,""
183,92954,350,2024-09-23,2025-07-22,P,Z146,""
184,78713,400,2024-06-05,2025-07-06,P,Z116,""
185,4525C,100,2024-02-27,2025-05-09,P,Z086,""
186,59332,400,2024-02-17,2025-10-06,P,Z010,""
187,0154E,100,2024-07-06,2025-10-10,P,Z145,""
188,9020D,400,2024-02-05,2025-01-28,P,Z001,""
189,05538,100,2024-04-30,2025-11-06,P,A002,""
190,2683B,150,2024-08-14,2025-03-04,P,Z022,""
191,32625,50,2024-07-03,2025-04-20,P,Z064,""
192,7885B,450,2024-09-29,2025-11-05,P,Z155,""
193,8751C,300,2024-10-02,2025-07-07,P,Z022,""
194,2431C,300,2024-02-18,2025-05-28,P,Z096,""
195,22484,250,2024-07-18,2025-07-18,P,Z170,""
196,69856,200,2024-06-11,2025-07-21,P,Z005,""
197,43179,150,2023-12-15,2025-09-13,P,Z166,""
198,51675,200,2024-06-28,2025-05-08,P,Z104,""
199,6326D,150,2024-03-03,2025-11-29,P,Z004,""
200,8060B,150,2024-07-30,2025-03-11,P,Z078,""
201,84844,150,2024-11-28,2025-10-02,P,Z029,""
202,53340,50,2024-06-26,2025-03-07,P,Z170,""
203,3594A,300,2024-10-05,2025-02-11,P,Z047,""
204,42210,500,2024-08-23,2025-03-01,P,Z061,""
205,2996E,150,2024-01-11,2025-04-27,P,Z004,""
206,1574C,50,2024-11-30,2025-10-14,P,Z061,""
207,4132D,400,2024-09-06,2025-04-26,P,Z133,""
208,3208D,400,2024-05-15,2025-04-30,P,Z173,""
209,39679,50,2024-07-24,2025-02-08,P,Z128,""
210,4265D,400,2024-11-06,2025-07-11,P,Z015,""
211,64067,300,2024-02-01,2025-09-09,P,Z042,""
212,6563D,250,2023-12-17,2025-02-19,P,Z009,""
213,7164C,500,2024-05-01,2025-07-01,P,Z142,""
214,64370,450,2024-05-28,2025-05-12,P,Z022,""
215,8082B,250,2024-04-23,2025-03-28,P,Z064,""
216,0667A,100,2024-10-11,2025-04-03,P,Z074,""
217,36315,200,2024-06-28,2025-06-28,P,Z155,""
218,4783C,100,2024-02-10,2025-09-04,P,Z080,""
219,35157,300,2024-03-23,2025-08-22,P,Z132,""
220,3573C,300,2024-02-11,2025-05-25,P,Z086,""
221,2145E,100,2024-03-08,2025-11-08,P,Z160,""
222,11269,200,2024-10-18,2025-11-30,P,Z091,""
223,4279D,150,2024-11-21,2025-06-02,P,Z064,""
224,4690A,400,2024-08-19,2025-01-05,P,Z077,""
225,8600B,400,2024-04-10,2025-10-22,P,Z117,""
226,0473E,300,2024-06-05,2025-07-20,P,Z157,""
227,4575B,300,2024-07-16,2025-08-12,P,Z162,""
228,5801D,300,2024-04-14,2025-10-01,P,Z001,""
229,47379,350,2024-11-10,2025-06-02,P,Z099,""
230,7667C,200,2024-02-23,2025-08-24,P,Z088,""
231,6490A,450,2024-09-06,2025-09-14,P,Z066,""
232,9129A,100,2024-06-25,2025-09-14,P,Z038,""
233,65586,350,2024-03-24,2025-10-04,P,Z174,""
234,3080E,400,2024-08-01,2025-07-12,P,Z131,""
235,3996D,400,2024-11-16,2025-01-08,P,Z039,""
236,3448B,200,2024-01-27,2025-04-08,P,Z124,""
237,62864,400,2024-09-20,2025-07-24,P,Z025,""
238,2379A,50,2024-09-26,2025-06-07,P,Z120,""
239,86433,450,2024-09-18,2025-02-19,P,Z031,""
240,9805A,150,2024-11-15,2025-03-19,P,Z102,""
241,78338,500,2023-12-13,2025-08-12,P,Z124,""
242,4672A,400,2024-09-06,2025-11-24,P,Z119,""
243,32886,200,2024-05-07,2025-09-14,P,Z152,""
244,14684,350,2024-10-27,2025-06-24,P,Z149,""
245,9715D,300,2024-05-15,2025-07-11,P,Z031,""
246,53686,150,2024-05-22,2025-06-13,P,Z148,""
247,86915,100,2024-10-04,2025-06-22,P,Z118,""
248,64878,150,2024-11-21,2025-07-12,P,Z035,""
249,6802B,250,2024-05-15,2025-01-22,P,Z173,""
250,11723,400,2023-12-23,2025-08-16,P,Z095,""
251,50795,450,2024-07-23,2025-03-13,P,Z153,""
252,2285E,300,2024-11-18,2025-04-23,P,Z042,""
253,98052,450,2024-02-16,2025-06-09,P,Z045,""
254,80455,300,2024-02-23,2025-08-21,P,Z100,""
255,92953,100,2024-04-13,2025-11-02,P,Z046,""
256,84994,400,2024-07-04,2025-06-10,P,Z176,""
257,2485A,150,2024-11-07,2025-02-15,P,Z162,""
258,3271D,50,2024-06-29,2025-08-31,P,Z118,""
259,1045B,450,2023-12-23,2025-10-17,P,Z024,""
260,77277,250,2024-01-27,2025-03-29,P,Z058,""
261,1804D,100,2024-08-28,2025-06-17,P,Z135,""
262,03907,250,2024-02-28,2025-10-24,P,Z129,""
263,4985B,200,2024-05-04,2025-08-21,P,Z045,""
264,41163,150,2024-02-17,2025-02-09,P,Z037,""
265,4653D,100,2024-03-16,2025-01-11,P,Z086,""
266,52098,250,2023-12-27,2025-02-22,P,Z130,""
267,43213,300,2024-11-07,2025-06-19,P,Z125,""
268,2182E,350,2024-03-09,2025-07-01,P,Z049,""
269,1857C,250,2024-04-10,2025-06-28,P,Z172,""
270,7073C,50,2024-08-02,2025-10-29,P,Z035,""
271,1079C,300,2024-06-30,2025-09-22,P,Z092,""
272,4321A,150,2024-11-24,2025-10-16,P,Z094,""
273,1301E,350,2024-04-12,2025-01-06,P,Z129,""
274,42668,200,2023-12-28,2025-07-21,P,Z005,""
275,40644,250,2024-09-13,2025-08-12,P,Z116,""
276,59856,450,2024-02-19,2025-07-24,P,Z083,""
277,8952A,150,2024-04-08,2025-10-12,P,Z123,""
278,80343,300,2024-07-26,2025-07-02,P,Z077,""
279,1224E,400,2023-12-31,2025-09-09,P,Z011,""
280,1581B,300,2023-12-10,2025-08-22,P,Z035,""
281,2462C,350,2024-06-19,2025-02-15,P,Z124,""
282,2467C,350,2024-05-15,2025-03-20,P,Z060,""
283,1010D,50,2024-01-24,2025-09-29,P,Z111,""
284,12168,350,2024-02-26,2025-09-22,P,Z083,""
285,2835B,400,2024-01-12,2025-08-06,P,Z035,""
286,75353,400,2024-07-25,2025-04-25,P,Z159,""
287,66426,200,2023-12-07,2025-05-01,P,Z005,""
288,6555D,350,2024-11-12,2025-06-27,P,Z042,""
289,53920,350,2024-01-05,2025-06-19,P,Z026,""
290,2073E,250,2024-04-19,2025-03-03,P,Z127,""
291,04889,100,2024-11-21,2025-03-04,P,Z177,""
292,4810D,250,2024-11-20,2025-08-20,P,Z113,""
293,5163D,300,2024-11-15,2025-07-29,P,Z096,""
294,8059D,300,2024-07-13,2025-10-14,P,Z174,""
295,53806,150,2024-09-02,2025-03-27,P,Z126,""
296,23030,300,2024-08-21,2025-04-29,P,Z119,""
297,8629D,250,2024-08-23,2025-01-31,P,Z095,""
298,77208,100,2024-07-24,2025-09-26,P,Z144,""
299,89377,350,2024-09-08,2025-10-22,P,Z131,""
300,81534,450,2023-12-13,2025-04-24,P,Z071,""
301,7277B,250,2024-02-04,2025-10-26,P,Z176,""
302,36459,500,2024-08-27,2025-07-11,P,A001,""
303,03538,100,2024-05-09,2025-10-10,P,Z015,""
304,3790A,300,2024-05-20,2025-03-10,P,Z168,""
305,8289D,300,2024-01-29,2025-03-27,P,Z079,""
306,0394C,350,2024-10-09,2025-06-27,P,Z089,""
307,07624,300,2024-09-12,2025-03-30,P,Z063,""
308,11294,250,2024-11-11,2025-11-25,P,Z018,""
309,4172A,50,2024-08-03,2025-08-19,P,Z108,""
310,4139C,50,2024-05-12,2025-04-29,P,Z021,""
311,3280C,100,2024-01-29,2025-01-30,P,Z017,""
312,35744,200,2024-03-30,2025-11-26,P,A002,""
313,2515D,100,2024-01-07,2025-08-05,P,Z103,""
314,88849,500,2024-08-06,2025-07-31,P,Z125,""
315,39629,250,2024-01-24,2025-03-20,P,Z028,""
316,7754D,450,2024-09-27,2025-08-04,P,Z126,""
317,3924C,400,2024-10-07,2025-06-30,P,Z097,""
318,78031,150,2024-10-13,2025-07-28,P,Z028,""
319,6215D,200,2024-11-26,2025-11-11,P,Z156,""
320,37651,250,2023-12-12,2025-11-09,P,Z108,""
321,5317C,250,2024-04-11,2025-11-21,P,Z026,""
322,89588,100,2024-09-12,2025-07-24,P,Z144,""
323,07865,150,2024-11-16,2025-08-30,P,Z036,""
324,9054C,300,2024-06-29,2025-07-30,P,Z023,""
325,91388,200,2024-01-13,2025-05-17,P,Z135,""
326,5625C,100,2024-10-02,2025-04-13,P,Z002,""
327,9081B,450,2024-01-23,2025-06-10,P,Z025,""
328,1934E,250,2024-02-14,2025-10-11,P,Z112,""
329,8722C,100,2024-04-22,2025-02-27,P,Z038,""
330,4583B,450,2024-05-21,2025-06-29,P,Z100,""
331,40699,500,2024-06-23,2025-03-03,P,Z133,""
332,5994C,450,2024-09-10,2025-02-02,P,Z158,""
333,47693,200,2023-12-10,2025-04-26,P,Z138,""
334,4381C,200,2024-07-27,2025-07-01,P,Z031,""
335,5513D,350,2023-12-27,2025-03-29,P,Z051,""
336,5063D,450,2024-05-10,2025-10-16,P,Z145,""
337,23694,450,2023-12-30,2025-07-06,P,Z047,""
338,7363A,400,2024-02-06,2025-06-17,P,Z139,""
339,2885E,200,2024-06-24,2025-02-11,P,Z178,""
340,41841,200,2024-09-06,2025-10-28,P,Z079,""
341,7680A,400,2024-02-02,2025-01-09,P,Z119,""
342,20056,250,2024-08-28,2025-03-18,P,Z052,""
343,28004,400,2024-10-01,2025-03-01,P,Z086,""
344,33163,250,2024-10-24,2025-08-15,P,Z097,""
345,5215C,200,2024-01-19,2025-02-02,P,Z129,""
346,4700C,150,2024-11-24,2025-02-26,P,Z079,""
347,43592,350,2024-04-24,2025-03-06,P,Z156,""
348,66209,200,2024-04-30,2025-01-07,P,Z173,""
349,25861,400,2024-06-08,2025-09-13,P,Z139,""
350,2689C,400,2024-10-08,2025-08-21,P,Z133,""
351,14523,200,2024-09-01,2025-09-11,P,Z129,""
352,84832,100,2024-03-28,2025-08-20,P,Z127,""
353,50030,300,2024-11-19,2025-06-12,P,Z044,""
354,2802B,200,2024-07-06,2025-11-27,P,Z065,""
355,83775,250,2024-04-05,2025-06-13,P,Z099,""
356,12502,250,2024-06-14,2025-06-25,P,Z162,""
357,2195C,100,2024-10-01,2025-11-27,P,Z005,""
358,1101C,500,2024-02-16,2025-11-15,P,Z150,""
359,95811,400,2024-09-11,2025-09-20,P,Z146,""
360,4047D,100,2024-06-06,2025-09-12,P,Z126,""
361,7965B,450,2024-07-28,2025-01-29,P,Z058,""
362,2111E,150,2024-06-20,2025-07-10,P,Z045,""
363,5275D,350,2024-01-30,2025-09-12,P,Z082,""
364,72634,50,2024-04-09,2025-07-17,P,Z164,""
365,35837,200,2024-08-28,2025-04-09,P,Z033,""
366,13890,250,2024-05-21,2025-06-26,P,Z155,""
367,0432C,450,2024-06-10,2025-08-23,P,Z059,""
368,64517,50,2024-02-06,2025-06-21,P,Z124,""
369,44077,200,2024-11-04,2025-05-15,P,Z174,""
370,4355D,400,2024-05-17,2025-09-01,P,Z031,""
371,8859D,50,2024-04-27,2025-10-13,P,Z054,""
372,34750,250,2024-04-29,2025-01-15,P,Z032,""
373,6475D,400,2024-08-19,2025-02-28,P,Z018,""
