Z095,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z096,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T406
Z097,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O303
Z098,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I306
Z099,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z100,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I306
Z101,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T404
Z102,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I101
Z103,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I106
Z104,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A104
Z105,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z106,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I105
Z107,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I202
Z108,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O301
Z109,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I101
Z110,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I302
Z111,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O303
Z112,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I102
Z113,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I112
Z114,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I110
Z115,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I103
Z116,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I302
Z117,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I103
Z118,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S004
Z119,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T402
Z120,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T406
Z121,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O304
Z122,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z123,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S001
Z124,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I303
Z125,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I102
Z126,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S002
Z127,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T401
Z128,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S003
Z129,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T404
Z130,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I303
Z131,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I109
Z132,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O303
Z133,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T404
Z134,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I108
Z135,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I204
Z137,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I102
Z138,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T401
Z139,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T404
Z140,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I110
Z141,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I111
Z142,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I102
Z143,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,V303
Z144,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T403
Z145,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I105
Z146,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A102
Z147,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O303
Z148,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I111
Z149,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A103
Z150,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A104
Z151,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I112
Z152,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T403
Z153,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T401
Z154,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O301
Z155,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S001
Z156,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I111
Z157,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T405
Z158,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I112
Z159,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I306
Z160,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A101
Z161,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A103
Z162,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S004
Z164,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,V302
Z165,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T405
Z166,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T403
Z167,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T406
Z168,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,T405
Z169,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z170,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O302
Z171,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I303
Z172,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,S003
Z173,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I305
Z174,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,V301
Z175,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,I106
Z176,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,O303
Z177,2024-10-03 07:00:00,2024-10-03 14:35:00,Konzultácia,A104
Z010,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,V304
Z011,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A101
Z012,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I306
Z013,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I303
Z014,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I111
Z015,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A102
Z016,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,V304
Z017,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,S004
Z018,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I102
Z019,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T401
Z020,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I203
Z021,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I107
Z022,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,S004
Z023,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I301
Z024,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I110
Z025,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I201
Z027,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A102
Z028,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T402
Z029,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A102
Z030,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I303
Z031,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I304
Z032,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I105
Z033,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,S003
Z034,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T403
Z035,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I110
Z036,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,V303
Z037,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A103
Z038,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I306
Z039,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A103
Z040,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,A103
Z041,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I110
Z042,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,O304
Z043,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I112
Z044,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I302
Z045,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I105
Z046,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I106
Z047,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T403
Z048,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T406
Z049,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,O304
Z051,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I204
Z052,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,O301
Z053,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I112
Z054,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T404
Z055,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I112
Z056,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,I103
Z057,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,T402
Z058,2024-10-04 07:00:00,2024-10-04 14:35:00,Konzultácia,O304
Z026,2024-10-02 07:00:00,2024-10-02 14:35:00,Výskum rakoviny,L402
Z026,2024-10-03 07:00:00,2024-10-03 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-04 07:00:00,2024-10-04 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-07 07:00:00,2024-10-07 14:35:00,Výskum rakoviny,L402
Z026,2024-10-08 07:00:00,2024-10-08 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-09 07:00:00,2024-10-09 14:35:00,Výskum rakoviny,L402
Z026,2024-10-10 07:00:00,2024-10-10 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-11 07:00:00,2024-10-11 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-14 07:00:00,2024-10-14 14:35:00,Výskum rakoviny,L402
Z026,2024-10-15 07:00:00,2024-10-15 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-16 07:00:00,2024-10-16 14:35:00,Výskum rakoviny,L402
Z026,2024-10-17 07:00:00,2024-10-17 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-18 07:00:00,2024-10-18 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-21 07:00:00,2024-10-21 14:35:00,Výskum rakoviny,L402
Z026,2024-10-22 07:00:00,2024-10-22 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-23 07:00:00,2024-10-23 14:35:00,Výskum rakoviny,L402
Z026,2024-10-24 07:00:00,2024-10-24 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-25 07:00:00,2024-10-25 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-28 07:00:00,2024-10-28 14:35:00,Výskum rakoviny,L402
Z026,2024-10-29 07:00:00,2024-10-29 14:35:00,Onkologická konzultácia,A102
Z026,2024-10-30 07:00:00,2024-10-30 14:35:00,Výskum rakoviny,L402
Z026,2024-10-31 07:00:00,2024-10-31 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-01 07:00:00,2024-11-01 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-04 07:00:00,2024-11-04 14:35:00,Výskum rakoviny,L402
Z026,2024-11-05 07:00:00,2024-11-05 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-06 07:00:00,2024-11-06 14:35:00,Výskum rakoviny,L402
Z026,2024-11-07 07:00:00,2024-11-07 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-08 07:00:00,2024-11-08 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-11 07:00:00,2024-11-11 14:35:00,Výskum rakoviny,L402
Z026,2024-11-12 07:00:00,2024-11-12 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-13 07:00:00,2024-11-13 14:35:00,Výskum rakoviny,L402
Z026,2024-11-14 07:00:00,2024-11-14 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-15 07:00:00,2024-11-15 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-18 07:00:00,2024-11-18 14:35:00,Výskum rakoviny,L402
Z026,2024-11-19 07:00:00,2024-11-19 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-20 07:00:00,2024-11-20 14:35:00,Výskum rakoviny,L402
Z026,2024-11-21 07:00:00,2024-11-21 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-22 07:00:00,2024-11-22 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-25 07:00:00,2024-11-25 14:35:00,Výskum rakoviny,L402
Z026,2024-11-26 07:00:00,2024-11-26 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-27 07:00:00,2024-11-27 14:35:00,Výskum rakoviny,L402
Z026,2024-11-28 07:00:00,2024-11-28 14:35:00,Onkologická konzultácia,A102
Z026,2024-11-29 07:00:00,2024-11-29 14:35:00,Onkologická konzultácia,A102
Z029,2024-10-02 07:00:00,2024-10-02 14:35:00,Konzultácia detského psychiatra,A104
Z005,2024-10-01 07:30:00,2024-10-01 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-02 07:30:00,2024-10-02 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-03 07:30:00,2024-10-03 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-04 07:30:00,2024-10-04 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-07 07:30:00,2024-10-07 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-08 07:30:00,2024-10-08 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-09 07:30:00,2024-10-09 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-10 07:30:00,2024-10-10 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-11 07:30:00,2024-10-11 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-14 07:30:00,2024-10-14 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-15 07:30:00,2024-10-15 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-16 07:30:00,2024-10-16 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-17 07:30:00,2024-10-17 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-18 07:30:00,2024-10-18 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-21 07:30:00,2024-10-21 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-22 07:30:00,2024-10-22 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-23 07:30:00,2024-10-23 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-24 07:30:00,2024-10-24 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-25 07:30:00,2024-10-25 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-28 07:30:00,2024-10-28 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-29 07:30:00,2024-10-29 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-10-30 07:30:00,2024-10-30 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-10-31 07:30:00,2024-10-31 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-01 07:30:00,2024-11-01 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-04 07:30:00,2024-11-04 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-05 07:30:00,2024-11-05 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-06 07:30:00,2024-11-06 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-07 07:30:00,2024-11-07 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-08 07:30:00,2024-11-08 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-11 07:30:00,2024-11-11 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-12 07:30:00,2024-11-12 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-13 07:30:00,2024-11-13 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-14 07:30:00,2024-11-14 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-15 07:30:00,2024-11-15 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-18 07:30:00,2024-11-18 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-19 07:30:00,2024-11-19 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-20 07:30:00,2024-11-20 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-21 07:30:00,2024-11-21 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-22 07:30:00,2024-11-22 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-25 07:30:00,2024-11-25 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-26 07:30:00,2024-11-26 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-27 07:30:00,2024-11-27 15:00:00,Konzultácia neuropsychiatra,A101
Z005,2024-11-28 07:30:00,2024-11-28 15:00:00,Výskum neuropsychiatrických porúch,L401
Z005,2024-11-29 07:30:00,2024-11-29 15:00:00,Výskum neuropsychiatrických porúch,L401
Z026,2024-10-01 07:00:00,2024-10-01 14:35:00,Onkologická konzultácia,A102
Z029,2024-10-07 07:00:00,2024-10-07 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-09 07:00:00,2024-10-09 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-14 07:00:00,2024-10-14 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-16 07:00:00,2024-10-16 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-21 07:00:00,2024-10-21 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-23 07:00:00,2024-10-23 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-28 07:00:00,2024-10-28 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-10-30 07:00:00,2024-10-30 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-04 07:00:00,2024-11-04 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-06 07:00:00,2024-11-06 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-11 07:00:00,2024-11-11 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-13 07:00:00,2024-11-13 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-18 07:00:00,2024-11-18 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-20 07:00:00,2024-11-20 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-25 07:00:00,2024-11-25 14:35:00,Konzultácia detského psychiatra,A104
Z029,2024-11-27 07:00:00,2024-11-27 14:35:00,Konzultácia detského psychiatra,A104
Z010,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,V303
Z011,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I201
Z012,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O304
Z013,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I202
Z014,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I105
Z015,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,V302
Z016,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I103
Z017,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,S003
Z018,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I301
Z019,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T406
Z020,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I105
Z021,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,A103
Z022,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T402
Z023,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O302
Z024,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I306
Z025,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I108
Z027,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T404
Z028,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O304
Z029,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O301
Z030,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,S004
Z031,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I111
Z032,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I107
Z033,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I101
Z034,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I303
Z035,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I203
Z036,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,A103
Z037,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I105
Z038,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T403
Z039,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,V302
Z040,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,V304
Z041,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I111
Z042,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,S004
Z043,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I107
Z044,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O303
Z045,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I304
Z046,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T404
Z047,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T405
Z048,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I108
Z049,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I202
Z051,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I111
Z052,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I111
Z053,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I102
Z054,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I201
Z055,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I109
Z056,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,A104
Z057,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O302
Z058,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I302
Z059,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O303
Z060,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I109
Z061,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I107
Z062,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T406
Z063,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,S004
Z064,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I305
Z065,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I112
Z066,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T406
Z067,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I103
Z068,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T402
Z069,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,V301
Z070,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I109
Z071,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,I304
Z072,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,O304
Z073,2024-10-01 07:00:00,2024-10-01 14:35:00,Konzultácia,T401
